"amount","project_number","report_fy","budget_cycle","fund_type","fund_number","asset_owning_dept","project_name","account","account_number"
"156243.0","S11008","11","adopted","Maintenance Assessment Districts","C200614","Parks & Recreation","Mission Hills Historic Street Lighting","Undistributed Budget","512117"
"65000.0","S10039","11","adopted","Maintenance Assessment Districts","C200620","Parks & Recreation","Carmel Country Road Median Improvements","Undistributed Budget","512117"
"125000.0","S10035","11","adopted","Maintenance Assessment Districts","C200622","Parks & Recreation","Pomerado Median Improve-N of R Bernardo","Undistributed Budget","512117"
"30000.0","S10037","11","adopted","Maintenance Assessment Districts","C200624","Parks & Recreation","Camino Santa Fe Median Improvements","Undistributed Budget","512117"
"4000.0","S10032","11","adopted","Maintenance Assessment Districts","C200628","Parks & Recreation","Rancho Penasquitos Monument Signs","Undistributed Budget","512117"
"13828.0","S00756","11","adopted","Park Service District Funds","C400059","Parks & Recreation","Azalea Neighborhood Park","Undistributed Budget","512117"
"450614.0","S00634","11","adopted","Facilities Benefit Assessments","C400083","Parks & Recreation","Hilltop Community Park Development Phase 1","Undistributed Budget","512117"
"350000.0","S10031","11","adopted","Facilities Benefit Assessments","C400083","Parks & Recreation","Views West NP ADA Upgrades","Undistributed Budget","512117"
"52858.0","S00659","11","adopted","Facilities Benefit Assessments","C400088","Parks & Recreation","Carmel Grove Mini Park Play Area Upgrade","Undistributed Budget","512117"
"712000.0","S00969","11","adopted","Facilities Benefit Assessments","C400088","Transportation & Storm Water","Carmel Country Road Low Flow Channel","Undistributed Budget","512117"
"596366.0","S11016","11","adopted","Facilities Benefit Assessments","C400088","Parks & Recreation","Del Mar Trails Park Play Area Upgrades","Undistributed Budget","512117"
"480858.0","S11017","11","adopted","Facilities Benefit Assessments","C400088","Parks & Recreation","Windwood II MP Play Area Upgrades","Undistributed Budget","512117"
"602072.0","S11020","11","adopted","Facilities Benefit Assessments","C400088","Parks & Recreation","Torrey Highlands Park Play Area Upgrades","Undistributed Budget","512117"
"6148447.0","S10015","11","adopted","Facilities Benefit Assessments","C400094","Transportation & Storm Water","Torrey Meadows Drive Overcrossing","Undistributed Budget","512117"
"253000.0","S00652","11","adopted","Facilities Benefit Assessments","C400095","Parks & Recreation","Rancho Encantada Park #2","Undistributed Budget","512117"
"150000.0","S11011","11","adopted","Development Impact Fees","C400098","Parks & Recreation","Tierrasanta CP Sports Field Lighting","Undistributed Budget","512117"
"700000.0","S11012","11","adopted","Development Impact Fees","C400099","Parks & Recreation","Rancho Bernardo CP Sports Field Lights","Undistributed Budget","512117"
"200000.0","S11039","11","adopted","Development Impact Fees","C400099","Transportation & Storm Water","Grandee Pl & Pomerado Rd Traffic Signal","Undistributed Budget","512117"
"200000.0","S11040","11","adopted","Development Impact Fees","C400099","Transportation & Storm Water","Bernardo Trail Dr & Pomerado Rd TS","Undistributed Budget","512117"
"100000.0","S11047","11","adopted","Development Impact Fees","C400099","Transportation & Storm Water","Camino Del Norte Sidewalk","Undistributed Budget","512117"
"300000.0","S00992","11","adopted","Development Impact Fees","C400109","Parks & Recreation","Central Avenue MP Acquisition/Development","Undistributed Budget","512117"
"700000.0","S10080","11","adopted","Development Impact Fees","C400109","Parks & Recreation","Marshall Elementary School Joint Use Improvements","Undistributed Budget","512117"
"75000.0","S11001","11","adopted","Development Impact Fees","C400111","Transportation & Storm Water","34th Street Storm Drain","Undistributed Budget","512117"
"200000.0","S11049","11","adopted","Development Impact Fees","C400112","Transportation & Storm Water","North Park Obstructed Curb Ramp Barrier Removal","Undistributed Budget","512117"
"5000.0","S00646","11","adopted","Development Impact Fees","C400113","Parks & Recreation","Carson Elementary School Joint Use","Undistributed Budget","512117"
"120000.0","S00973","11","adopted","Development Impact Fees","C400113","Parks & Recreation","Montgomery Academy JU Improvements","Undistributed Budget","512117"
"75000.0","S11003","11","adopted","Development Impact Fees","C400113","Transportation & Storm Water","Coolidge Street Storm Drain","Undistributed Budget","512117"
"250000.0","S11042","11","adopted","Development Impact Fees","C400114","Transportation & Storm Water","I-805/Home Avenue Ramp Improvements","Undistributed Budget","512117"
"250000.0","S00721","11","adopted","Development Impact Fees","C400115","Transportation & Storm Water","Sports Arena Blvd-Rosecrans to Midway","Undistributed Budget","512117"
"900000.0","S11045","11","adopted","Development Impact Fees","C400115","Transportation & Storm Water","Pacific Hwy Curb Ramp Barrier Removal","Undistributed Budget","512117"
"63000.0","S00800","11","adopted","Development Impact Fees","C400116","Library","San Carlos Branch Library","Undistributed Budget","512117"
"62000.0","S11018","11","adopted","Development Impact Fees","C400116","Parks & Recreation","Lake Murray CP Play Area Expansion","Undistributed Budget","512117"
"550000.0","S10119","11","adopted","Development Impact Fees","C400117","Fire-Rescue","North Pacific Beach Lifeguard Station","Undistributed Budget","512117"
"50000.0","S11048","11","adopted","Development Impact Fees","C400117","Transportation & Storm Water","Pacific Beach Curb Ramp Barrier Removal","Undistributed Budget","512117"
"150000.0","S11004","11","adopted","Development Impact Fees","C400118","Transportation & Storm Water","San Remo Way Storm Drain","Undistributed Budget","512117"
"750000.0","S00970","11","adopted","Development Impact Fees","C400120","Parks & Recreation","Memorial Pool Improvements","Undistributed Budget","512117"
"775000.0","S11019","11","adopted","Development Impact Fees","C400120","Parks & Recreation","Mountain View NP Area Upgrades","Undistributed Budget","512117"
"490000.0","S11030","11","adopted","Development Impact Fees","C400120","Parks & Recreation","Gompers NP - Play Area Upgrades","Undistributed Budget","512117"
"900000.0","S11033","11","adopted","Development Impact Fees","C400120","Transportation & Storm Water","Holly Dr. Street Improvements","Undistributed Budget","512117"
"80000.0","S00678","11","adopted","Development Impact Fees","C400121","Parks & Recreation","Birney Elementary School Joint Use","Undistributed Budget","512117"
"170000.0","S00804","11","adopted","Development Impact Fees","C400121","Library","Mission Hills Branch Library","Undistributed Budget","512117"
"75000.0","S11002","11","adopted","Development Impact Fees","C400121","Transportation & Storm Water","Hayes Ave Storm Drain","Undistributed Budget","512117"
"75000.0","S11035","11","adopted","Development Impact Fees","C400121","Transportation & Storm Water","Park Blvd Bicycle Facility","Undistributed Budget","512117"
"50000.0","S11038","11","adopted","Development Impact Fees","C400121","Transportation & Storm Water","Congress Street-San Diego Avenue Bicycle Facility","Undistributed Budget","512117"
"80000.0","S00754","11","adopted","Development Impact Fees","C400125","Parks & Recreation","Montgomery Waller Community Park","Undistributed Budget","512117"
"295000.0","S11051","11","adopted","Development Impact Fees","C400125","Parks & Recreation","Silver Wing NP Sports Field/Lighting","Undistributed Budget","512117"
"750000.0","S11013","11","adopted","Development Impact Fees","C400126","Parks & Recreation","San Ysidro Athletic Area/Larsen Fld Lght","Undistributed Budget","512117"
"60000.0","S11005","11","adopted","Development Impact Fees","C400127","Transportation & Storm Water","Manhassett Dr Storm Drain System Upgrade","Undistributed Budget","512117"
"140000.0","S11050","11","adopted","Development Impact Fees","C400127","Transportation & Storm Water","College Area Obstructed Curb Ramp Barrier Removal","Undistributed Budget","512117"
"10000.0","S11036","11","adopted","Development Impact Fees","C400131","Transportation & Storm Water","Pacific Highway Bicycle Route","Undistributed Budget","512117"
"50000.0","S11037","11","adopted","Development Impact Fees","C400131","Transportation & Storm Water","Congress Street Bicycle Facility","Undistributed Budget","512117"
"225000.0","S11044","11","adopted","Development Impact Fees","C400132","Transportation & Storm Water","Berger Ave Sidewalk & Curb Ramps","Undistributed Budget","512117"
"185304.0","ACA00001","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Drainage Projects","Undistributed Budget","512117"
"100000.0","AIA00001","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Minor Bike Facilities","Undistributed Budget","512117"
"755000.0","AID00002","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Transportation Grant Match","Undistributed Budget","512117"
"50000.0","AID00003","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Five Year CIP Planning","Undistributed Budget","512117"
"270000.0","AIE00001","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Bridge Rehabilitation","Undistributed Budget","512117"
"400000.0","AIG00001","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Median Installation","Undistributed Budget","512117"
"100000.0","AIH00001","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Installation of City Owned Street Lights","Undistributed Budget","512117"
"1041000.0","AIK00001","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","New Walkways","Undistributed Budget","512117"
"200000.0","AIK00002","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","School Traffic Safety Improvements","Undistributed Budget","512117"
"300000.0","AIL00001","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Traffic Calming","Undistributed Budget","512117"
"300000.0","AIL00002","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Install T/S Interconnect Systems","Undistributed Budget","512117"
"430000.0","AIL00004","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Traffic Signals - Citywide","Undistributed Budget","512117"
"850000.0","AIL00005","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"75000.0","AIL00010","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Replace Obsolete T/S Controllers","Undistributed Budget","512117"
"25000.0","S00605","11","adopted","TransNet Funds","C400169","Parks & Recreation","Famosa Slough Salt Marsh Creation","Undistributed Budget","512117"
"300000.0","S00613","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Torrey Pines Improvements Phase I","Undistributed Budget","512117"
"200000.0","S00724","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Otay Mesa Truck Route Phase 3","Undistributed Budget","512117"
"50000.0","S00731","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","State Route 15 Bikeway Study","Undistributed Budget","512117"
"240000.0","S00733","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Cherokee Traffic Calming","Undistributed Budget","512117"
"2500000.0","S00851","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","SR 163/Friars Road","Undistributed Budget","512117"
"500000.0","S00856","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","El Camino Real to ViaDeLaValle (1/2 mile)","Undistributed Budget","512117"
"25000.0","S00859","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Carmel Valley Road Enhancement Project","Undistributed Budget","512117"
"200000.0","S00864","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Streamview Drive Improvements","Undistributed Budget","512117"
"700000.0","S00865","11","adopted","TransNet Funds","C400169","Transportation & Storm Water","Aldine & Fairmount Dr Slope Restoration","Undistributed Budget","512117"
