"dept_group","dept_name","dept_division","dept_section","funds_center","funds_center_number"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Peñasquitos East MAD","1714151610"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Rancho Bernardo MAD","1714151609"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Rancho Encantada/Stonebridge Estates MAD","1714151647"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Remington Hills MAD","1714151645"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Robinhood Ridge MAD","1714151644"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Sabre Springs MAD","1714151607"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Scripps/Miramar Ranch MAD","1714151602"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Stonecrest Village MAD","1714151628"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Street Light District No. 1","1714151601"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Talmadge MAD - (Zones 1 and 2)","1714151633"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Talmadge Park North MAD","1714151654"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Talmadge Park South MAD","1714151655"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Tierrasanta MAD","1714151603"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Torrey Highlands MAD","1714151632"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Torrey Hills MAD","1714151630"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","University Heights MAD","1714151640"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Washington Street MAD","1714151621"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Webster/Federal Boulevard MAD","1714151627"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Deposit Funds","Black Mtn Ranch North Developer Deposit","1714151505"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Deposit Funds","Camino Santa Fe Developer Deposit","1714151504"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Deposit Funds","Liberty Station Lighting Deposit","1714151501"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Deposit Funds","MAD Formation Fund","1714151510"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Deposit Funds","Nakano Annexation Developer Deposit","1714151509"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Deposit Funds","North Torrey Pines MAD Developer Deposit","1714151502"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Deposit Funds","Otay Vernal Pool Developer Deposit","1714151508"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Deposit Funds","Pacific Highlands Rnch Developer Deposit","1714151506"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Deposit Funds","Rancho Encantada Developer Deposit","1714151507"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Deposit Funds","Torrey Highlands Developer Deposit","1714151503"
"Parks & Recreation","Parks & Recreation","Open Space","Maintenance Assessment Districts PE","Section Management & Staff","1714151301"
"Parks & Recreation","Parks & Recreation","Open Space","Open Space","Division Management","1714150001"
"Parks & Recreation","Parks & Recreation","Open Space","Open Space Park Management","Black Mountain Park Mgmt","1714151115"
"Parks & Recreation","Parks & Recreation","Open Space","Open Space Park Management","Brush Management","1714151119"
"Parks & Recreation","Parks & Recreation","Open Space","Open Space Park Management","Chollas Lake","1714151120"
"Parks & Recreation","Parks & Recreation","Open Space","Open Space Park Management","General Open Space Maintenance","1714151118"
"Parks & Recreation","Parks & Recreation","Open Space","Open Space Park Management","Kumeyaay Campground Mgmt","1714151113"
"Parks & Recreation","Parks & Recreation","Open Space","Open Space Park Management","Los Peñasquitos Preserve Mgmt","1714151117"
"Parks & Recreation","Parks & Recreation","Open Space","Open Space Park Management","Mission Trails Park Mgmt","1714151111"
"Parks & Recreation","Parks & Recreation","Open Space","Open Space Park Management","Open Space Canyons Mgmt","1714151116"
"Parks & Recreation","Parks & Recreation","Open Space","Open Space Park Management","Otay River Valley Park Mgmt","1714151114"
"Parks & Recreation","Parks & Recreation","Open Space","Open Space Park Management","Section Management","1714151101"
"Parks & Recreation","Parks & Recreation","Open Space","Open Space Park Management","Tecolote / Tri-Canyon Park Mgmt","1714151112"
"Parks & Recreation","Parks & Recreation","Open Space","Street Median Maintenance","Street Median Maintenance","1714151211"
"Parks & Recreation","Parks & Recreation","Open Space Facilities District","Open Space Facilities District","Bond Interest and Redemption","1714191401"
"Parks & Recreation","Parks & Recreation","Parks & Recreation","Parks & Recreation","Department Management","1714000001"
"Special Events and Filming","Special Events & Filming","Special Events & Filming","Special Events & Filming","Filming","1413000012"
"Special Events and Filming","Special Events & Filming","Special Events & Filming","Special Events & Filming","Special Events","1413000011"
"City Attorney","City Attorney","City Attorney","City Attorney","Department Management","1211000001"
"City Attorney","City Attorney","Civil Advisory","Civil Advisory","Civil Advisory","1211150011"
"City Attorney","City Attorney","Civil Advisory","Civil Advisory","Civil Advisory Non-General Fund","1211150012"
"City Attorney","City Attorney","Civil Advisory","Civil Advisory","Division Management","1211150001"
"City Attorney","City Attorney","Civil Litigation","Civil Litigation","Civil Litigation","1211120011"
"City Attorney","City Attorney","Civil Litigation","Civil Litigation","Civil Litigation Non-General Fund","1211120012"
"City Attorney","City Attorney","Civil Litigation","Civil Litigation","Division Management","1211120001"
"City Attorney","City Attorney","Community Justice","Community Justice","Community Justice","1211140011"
"City Attorney","City Attorney","Community Justice","Community Justice","Community Justice- CPEF","1211140012"
"City Attorney","City Attorney","Community Justice","Community Justice","Community Justice- Prop 64","1211140013"
"City Attorney","City Attorney","Community Justice","Community Justice","Division Management","1211140001"
"City Attorney","City Attorney","Criminal Litigation","Criminal Litigation","Criminal","1211130011"
"City Attorney","City Attorney","Criminal Litigation","Criminal Litigation","Criminal Non-General Fund","1211130012"
"City Attorney","City Attorney","Criminal Litigation","Criminal Litigation","Division Management","1211130001"
"City Attorney","City Attorney","Family Justice Center","Family Justice Center","Division Management","1211160001"
"City Attorney","City Attorney","Family Justice Center","Family Justice Center","Family Justice Center","1211160011"
"City Attorney","City Attorney","Management/Administration","Administration","Division Management","1211110001"
"City Attorney","City Attorney","Management/Administration","Management/Administration","Civil/Litigation/Advisory","1211111112"
"City Attorney","City Attorney","Management/Administration","Management/Administration","Crim/Comm Justice NGF - Grant","1211111114"
"City Attorney","City Attorney","Management/Administration","Management/Administration","Crim/Comm Justice NGF - Prop 64","1211111115"
"City Attorney","City Attorney","Management/Administration","Management/Administration","Criminal/Community Justice","1211111113"
"City Attorney","City Attorney","Management/Administration","Management/Administration","Management/Administration","1211111111"
"City Attorney","City Attorney","Management/Administration","Management/Administration","Section Management","1211111101"
"City Auditor","Office of the City Auditor","Office of the City Auditor","Office of the City Auditor","Department Management","1215000001"
"City Auditor","Office of the City Auditor","Office of the City Auditor","Office of the City Auditor","Internal Auditing","1215000011"
"City Clerk","City Clerk","City Clerk","City Clerk","Administrative Support","1152000011"
"City Clerk","City Clerk","City Clerk","City Clerk","Department Management","1152000001"
"City Clerk","City Clerk","City Clerk","City Clerk","Passport Acceptance Facility","1152000012"
"City Clerk","City Clerk","Elections & Information Services","Elections & Information Services","Division Management","1152110001"
"City Clerk","City Clerk","Elections & Information Services","Elections & Information Services","Elections","1152110011"
"City Clerk","City Clerk","Elections & Information Services","Elections & Information Services","Elections & Information Services","1152110013"
"City Clerk","City Clerk","Elections & Information Services","Elections & Information Services","Information Management","1152110012"
"City Clerk","City Clerk","Legislative Services","Legislative Services","Council Actions","1152120011"
"City Clerk","City Clerk","Legislative Services","Legislative Services","Division Management","1152120001"
"City Clerk","City Clerk","Legislative Services","Legislative Services","Docket","1152120012"
"City Clerk","City Clerk","Legislative Services","Legislative Services","Docket/Hearings","1152120014"
"City Clerk","City Clerk","Legislative Services","Legislative Services","Hearings","1152120013"
"City Clerk","City Clerk","Records Management","Records Management","Archives","1152130011"
"City Clerk","City Clerk","Records Management","Records Management","Division Management","1152130001"
"City Clerk","City Clerk","Records Management","Records Management","Forms Control","1152130013"
"City Clerk","City Clerk","Records Management","Records Management","Records Storage","1152130012"
"City Council","Council Administration","Council Administration","Council Administration","Council Administration","1151000011"
"City Council","Council District 1","Council District 1","Council District 1","Council District 1","1101000001"
"City Council","Council District 1","Council District 1 - CPPS","Council District 1 - CPPS","Council District 1 - CPPS","1101110001"
"City Council","Council District 2","Council District 2","Council District 2","Council District 2","1102000002"
"City Council","Council District 2","Council District 2 - CPPS","Council District 2 - CPPS","Council District 2 - CPPS","1102110002"
"City Council","Council District 3","Council District 3","Council District 3","Council District 3","1103000003"
"City Council","Council District 3","Council District 3 - CPPS","Council District 3 - CPPS","Council District 3 - CPPS","1103110003"
"City Council","Council District 4","Council District 4","Council District 4","Council District 4","1104000004"
"City Council","Council District 4","Council District 4 - CPPS","Council District 4 - CPPS","Council District 4 - CPPS","1104110004"
"City Council","Council District 5","Council District 5","Council District 5","Council District 5","1105000005"
"City Council","Council District 5","Council District 5 - CPPS","Council District 5 - CPPS","Council District 5 - CPPS","1105110005"
"City Council","Council District 6","Council District 6","Council District 6","Council District 6","1106000006"
"City Council","Council District 6","Council District 6 - CPPS","Council District 6 - CPPS","Council District 6 - CPPS","1106110006"
"City Council","Council District 7","Council District 7","Council District 7","Council District 7","1107000007"
"City Council","Council District 7","Council District 7 - CPPS","Council District 7 - CPPS","Council District 7 - CPPS","1107110007"
"City Council","Council District 8","Council District 8","Council District 8","Council District 8","1108000008"
"City Council","Council District 8","Council District 8 - CPPS","Council District 8 - CPPS","Council District 8 - CPPS","1108110008"
"City Council","Council District 9","Council District 9","Council District 9","Council District 9","1109000009"
"City Council","Council District 9","Council District 9 - CPPS","Council District 9 - CPPS","Council District 9 - CPPS","1109110009"
"City Retirement System","Retirement","Retirement","Retirement","Benefits Administration","1213000011"
"City Retirement System","Retirement","Retirement","Retirement","Chief Compliance Officer","1213000018"
"City Retirement System","Retirement","Retirement","Retirement","Department Management","1213000001"
"City Retirement System","Retirement","Retirement","Retirement","Disability","1213000021"
"City Retirement System","Retirement","Retirement","Retirement","Finance & Administration","1213000014"
"City Retirement System","Retirement","Retirement","Retirement","Health Insurance","1213000020"
"City Retirement System","Retirement","Retirement","Retirement","Human Resources","1213000017"
